latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.968365,78.981476,696.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm)
2025-02-10T12:00,29.2,34,29.1,0.00,0.00,0.00
2025-02-10T13:00,29.4,35,28.9,0.10,0.10,0.00
2025-02-10T14:00,29.7,33,28.3,0.00,0.00,0.00
2025-02-10T15:00,29.9,31,28.4,0.00,0.00,0.00
2025-02-10T16:00,29.5,31,27.8,0.00,0.00,0.00
2025-02-10T17:00,28.0,34,26.4,0.00,0.00,0.00
2025-02-10T18:00,25.1,41,24.2,0.00,0.00,0.00
2025-02-10T19:00,24.0,44,22.8,0.00,0.00,0.00
2025-02-10T20:00,23.1,47,21.7,0.00,0.00,0.00
2025-02-10T21:00,22.0,52,21.0,0.00,0.00,0.00
2025-02-10T22:00,21.2,57,20.7,0.00,0.00,0.00
2025-02-10T23:00,20.3,62,20.1,0.00,0.00,0.00
2025-02-11T00:00,20.0,64,19.7,0.00,0.00,0.00
2025-02-11T01:00,20.0,62,19.1,0.00,0.00,0.00
2025-02-11T02:00,19.6,62,18.6,0.00,0.00,0.00
2025-02-11T03:00,18.9,64,18.0,0.00,0.00,0.00
2025-02-11T04:00,18.1,67,17.4,0.00,0.00,0.00
2025-02-11T05:00,17.6,71,17.3,0.00,0.00,0.00
2025-02-11T06:00,16.9,78,17.3,0.00,0.00,0.00
2025-02-11T07:00,18.8,72,19.4,0.00,0.00,0.00
2025-02-11T08:00,22.6,63,23.8,0.00,0.00,0.00
2025-02-11T09:00,26.2,44,26.5,0.00,0.00,0.00
2025-02-11T10:00,27.8,38,27.5,0.00,0.00,0.00
2025-02-11T11:00,28.9,34,28.8,0.00,0.00,0.00
2025-02-11T12:00,29.7,31,29.8,0.00,0.00,0.00
2025-02-11T13:00,30.6,29,30.5,0.00,0.00,0.00
2025-02-11T14:00,31.1,25,29.4,0.00,0.00,0.00
2025-02-11T15:00,31.0,22,27.8,0.00,0.00,0.00
2025-02-11T16:00,30.0,22,26.3,0.00,0.00,0.00
2025-02-11T17:00,28.3,28,25.8,0.00,0.00,0.00
2025-02-11T18:00,25.0,36,23.6,0.00,0.00,0.00
2025-02-11T19:00,23.1,43,22.4,0.00,0.00,0.00
2025-02-11T20:00,22.1,45,21.2,0.00,0.00,0.00
2025-02-11T21:00,21.3,50,20.3,0.00,0.00,0.00
2025-02-11T22:00,20.1,56,19.4,0.00,0.00,0.00
2025-02-11T23:00,19.9,52,18.1,0.00,0.00,0.00
2025-02-12T00:00,20.8,36,17.3,0.00,0.00,0.00
2025-02-12T01:00,20.6,33,16.7,0.00,0.00,0.00
2025-02-12T02:00,20.1,33,16.4,0.00,0.00,0.00
2025-02-12T03:00,19.2,36,15.9,0.00,0.00,0.00
2025-02-12T04:00,18.4,38,15.4,0.00,0.00,0.00
2025-02-12T05:00,17.8,39,14.8,0.00,0.00,0.00
2025-02-12T06:00,17.4,43,14.6,0.00,0.00,0.00
2025-02-12T07:00,17.5,46,15.0,0.00,0.00,0.00
2025-02-12T08:00,20.4,42,18.8,0.00,0.00,0.00
2025-02-12T09:00,24.2,36,22.8,0.00,0.00,0.00
2025-02-12T10:00,26.2,28,24.7,0.00,0.00,0.00
2025-02-12T11:00,27.7,24,27.0,0.00,0.00,0.00
2025-02-12T12:00,28.9,21,28.2,0.00,0.00,0.00
2025-02-12T13:00,29.8,18,28.3,0.00,0.00,0.00
2025-02-12T14:00,29.9,17,27.2,0.00,0.00,0.00
2025-02-12T15:00,29.6,16,25.7,0.00,0.00,0.00
2025-02-12T16:00,28.7,16,24.2,0.00,0.00,0.00
2025-02-12T17:00,26.7,21,23.0,0.00,0.00,0.00
2025-02-12T18:00,24.4,24,20.7,0.00,0.00,0.00
2025-02-12T19:00,22.5,31,19.1,0.00,0.00,0.00
2025-02-12T20:00,21.4,33,17.9,0.00,0.00,0.00
2025-02-12T21:00,21.1,31,17.3,0.00,0.00,0.00
2025-02-12T22:00,20.4,34,16.7,0.00,0.00,0.00
2025-02-12T23:00,19.6,41,16.4,0.00,0.00,0.00
2025-02-13T00:00,19.3,45,16.3,0.00,0.00,0.00
2025-02-13T01:00,19.2,47,16.3,0.00,0.00,0.00
2025-02-13T02:00,18.5,51,15.8,0.00,0.00,0.00
2025-02-13T03:00,17.7,56,15.3,0.00,0.00,0.00
2025-02-13T04:00,17.0,60,14.8,0.00,0.00,0.00
2025-02-13T05:00,16.7,62,14.4,0.00,0.00,0.00
2025-02-13T06:00,15.5,66,12.8,0.00,0.00,0.00
2025-02-13T07:00,15.7,62,12.7,0.00,0.00,0.00
2025-02-13T08:00,18.0,51,15.0,0.00,0.00,0.00
2025-02-13T09:00,21.0,34,17.3,0.00,0.00,0.00
2025-02-13T10:00,23.1,26,19.5,0.00,0.00,0.00
2025-02-13T11:00,24.5,24,22.1,0.00,0.00,0.00
2025-02-13T12:00,25.6,23,24.2,0.00,0.00,0.00
2025-02-13T13:00,26.7,21,25.7,0.00,0.00,0.00
2025-02-13T14:00,27.5,19,26.1,0.00,0.00,0.00
2025-02-13T15:00,27.7,17,25.0,0.00,0.00,0.00
2025-02-13T16:00,27.1,16,23.5,0.00,0.00,0.00
2025-02-13T17:00,25.2,19,21.9,0.00,0.00,0.00
2025-02-13T18:00,21.5,25,18.3,0.00,0.00,0.00
2025-02-13T19:00,20.3,26,16.5,0.00,0.00,0.00
2025-02-13T20:00,19.2,29,15.5,0.00,0.00,0.00
2025-02-13T21:00,18.4,34,14.9,0.00,0.00,0.00
2025-02-13T22:00,17.8,37,14.3,0.00,0.00,0.00
2025-02-13T23:00,17.2,41,13.8,0.00,0.00,0.00
2025-02-14T00:00,16.8,45,13.7,0.00,0.00,0.00
2025-02-14T01:00,16.3,47,13.2,0.00,0.00,0.00
2025-02-14T02:00,16.1,48,12.8,0.00,0.00,0.00
2025-02-14T03:00,15.7,48,12.5,0.00,0.00,0.00
2025-02-14T04:00,15.3,49,12.1,0.00,0.00,0.00
2025-02-14T05:00,15.0,50,11.6,0.00,0.00,0.00
2025-02-14T06:00,13.9,60,11.2,0.00,0.00,0.00
2025-02-14T07:00,14.4,59,11.5,0.00,0.00,0.00
2025-02-14T08:00,18.1,50,15.7,0.00,0.00,0.00
2025-02-14T09:00,22.0,36,19.5,0.00,0.00,0.00
2025-02-14T10:00,24.5,23,21.8,0.00,0.00,0.00
2025-02-14T11:00,26.1,20,24.3,0.00,0.00,0.00
2025-02-14T12:00,27.2,18,26.0,0.00,0.00,0.00
2025-02-14T13:00,28.1,16,26.7,0.00,0.00,0.00
2025-02-14T14:00,28.5,15,26.1,0.00,0.00,0.00
2025-02-14T15:00,28.1,16,24.4,0.00,0.00,0.00
2025-02-14T16:00,27.2,17,23.0,0.00,0.00,0.00
2025-02-14T17:00,25.5,20,21.6,0.00,0.00,0.00
2025-02-14T18:00,22.9,22,19.2,0.00,0.00,0.00
2025-02-14T19:00,21.5,24,17.8,0.00,0.00,0.00
2025-02-14T20:00,20.4,26,16.3,0.00,0.00,0.00
2025-02-14T21:00,19.8,27,15.8,0.00,0.00,0.00
2025-02-14T22:00,19.2,28,15.3,0.00,0.00,0.00
2025-02-14T23:00,18.4,30,14.7,0.00,0.00,0.00
2025-02-15T00:00,17.8,32,14.1,0.00,0.00,0.00
2025-02-15T01:00,17.3,34,14.1,0.00,0.00,0.00
2025-02-15T02:00,16.6,37,13.8,0.00,0.00,0.00
2025-02-15T03:00,16.1,40,13.5,0.00,0.00,0.00
2025-02-15T04:00,15.9,41,13.4,0.00,0.00,0.00
2025-02-15T05:00,16.0,41,13.3,0.00,0.00,0.00
2025-02-15T06:00,15.1,46,12.5,0.00,0.00,0.00
2025-02-15T07:00,16.7,45,14.2,0.00,0.00,0.00
2025-02-15T08:00,21.4,38,19.2,0.00,0.00,0.00
2025-02-15T09:00,25.2,28,23.3,0.00,0.00,0.00
2025-02-15T10:00,27.0,25,25.0,0.00,0.00,0.00
2025-02-15T11:00,28.4,23,26.7,0.00,0.00,0.00
2025-02-15T12:00,29.5,21,27.9,0.00,0.00,0.00
2025-02-15T13:00,30.1,20,28.2,0.00,0.00,0.00
2025-02-15T14:00,29.9,21,27.3,0.00,0.00,0.00
2025-02-15T15:00,29.8,20,26.6,0.00,0.00,0.00
2025-02-15T16:00,29.2,21,25.9,0.00,0.00,0.00
2025-02-15T17:00,27.5,25,25.0,0.00,0.00,0.00
2025-02-15T18:00,24.3,30,21.6,0.00,0.00,0.00
2025-02-15T19:00,23.3,32,20.5,0.00,0.00,0.00
2025-02-15T20:00,22.7,31,19.6,0.00,0.00,0.00
2025-02-15T21:00,22.0,30,18.9,0.00,0.00,0.00
2025-02-15T22:00,20.7,32,17.9,0.00,0.00,0.00
2025-02-15T23:00,19.4,36,16.6,0.00,0.00,0.00
2025-02-16T00:00,19.7,34,16.5,0.00,0.00,0.00
2025-02-16T01:00,19.9,33,16.4,0.00,0.00,0.00
2025-02-16T02:00,19.7,33,16.4,0.00,0.00,0.00
2025-02-16T03:00,19.3,34,16.1,0.00,0.00,0.00
2025-02-16T04:00,19.4,34,15.9,0.00,0.00,0.00
2025-02-16T05:00,19.5,35,15.8,0.00,0.00,0.00
2025-02-16T06:00,17.8,41,15.0,0.00,0.00,0.00
2025-02-16T07:00,18.7,43,15.9,0.00,0.00,0.00
2025-02-16T08:00,22.3,39,19.9,0.00,0.00,0.00
2025-02-16T09:00,25.9,31,23.4,0.00,0.00,0.00
2025-02-16T10:00,27.8,25,25.3,0.00,0.00,0.00
2025-02-16T11:00,29.0,22,27.2,0.00,0.00,0.00
2025-02-16T12:00,29.9,20,28.3,0.00,0.00,0.00
2025-02-16T13:00,30.5,18,28.4,0.00,0.00,0.00
2025-02-16T14:00,30.7,16,27.4,0.00,0.00,0.00
2025-02-16T15:00,30.4,16,26.3,0.00,0.00,0.00
2025-02-16T16:00,29.5,20,25.4,0.00,0.00,0.00
2025-02-16T17:00,27.6,26,24.4,0.00,0.00,0.00
2025-02-16T18:00,25.4,31,22.4,0.00,0.00,0.00
2025-02-16T19:00,23.9,35,21.6,0.00,0.00,0.00
2025-02-16T20:00,22.4,40,20.3,0.00,0.00,0.00
2025-02-16T21:00,21.0,43,19.3,0.00,0.00,0.00
2025-02-16T22:00,20.2,46,18.4,0.00,0.00,0.00
2025-02-16T23:00,19.9,45,17.9,0.00,0.00,0.00
2025-02-17T00:00,19.4,45,17.4,0.00,0.00,0.00
2025-02-17T01:00,18.6,48,16.5,0.00,0.00,0.00
2025-02-17T02:00,17.8,50,15.6,0.00,0.00,0.00
2025-02-17T03:00,17.8,49,15.6,0.00,0.00,0.00
2025-02-17T04:00,17.6,49,15.6,0.00,0.00,0.00
2025-02-17T05:00,17.1,51,15.1,0.00,0.00,0.00
2025-02-17T06:00,16.2,57,14.6,0.00,0.00,0.00
2025-02-17T07:00,17.3,55,15.6,0.00,0.00,0.00
2025-02-17T08:00,21.9,47,20.9,0.00,0.00,0.00
2025-02-17T09:00,25.4,37,24.6,0.00,0.00,0.00
2025-02-17T10:00,27.3,33,27.0,0.00,0.00,0.00
2025-02-17T11:00,28.4,32,28.9,0.00,0.00,0.00
2025-02-17T12:00,29.3,31,30.0,0.00,0.00,0.00
2025-02-17T13:00,30.0,28,30.2,0.00,0.00,0.00
2025-02-17T14:00,30.6,26,29.9,0.00,0.00,0.00
2025-02-17T15:00,30.8,24,29.0,0.00,0.00,0.00
2025-02-17T16:00,30.6,22,28.5,0.00,0.00,0.00
2025-02-17T17:00,28.3,34,28.2,0.00,0.00,0.00
2025-02-17T18:00,24.9,41,24.8,0.00,0.00,0.00
2025-02-17T19:00,23.6,36,21.9,0.00,0.00,0.00
2025-02-17T20:00,23.8,30,21.0,0.00,0.00,0.00
2025-02-17T21:00,22.7,37,20.2,0.00,0.00,0.00
2025-02-17T22:00,21.5,46,19.4,0.00,0.00,0.00
2025-02-17T23:00,20.6,49,19.1,0.00,0.00,0.00
2025-02-18T00:00,19.8,51,18.3,0.00,0.00,0.00
2025-02-18T01:00,19.2,51,17.6,0.00,0.00,0.00
2025-02-18T02:00,18.9,51,17.1,0.00,0.00,0.00
2025-02-18T03:00,18.4,53,16.7,0.00,0.00,0.00
2025-02-18T04:00,17.6,57,16.2,0.00,0.00,0.00
2025-02-18T05:00,17.4,58,16.1,0.00,0.00,0.00
2025-02-18T06:00,16.9,62,15.8,0.00,0.00,0.00
2025-02-18T07:00,18.0,59,16.7,0.00,0.00,0.00
2025-02-18T08:00,21.6,50,20.8,0.00,0.00,0.00
2025-02-18T09:00,24.7,41,24.1,0.00,0.00,0.00
2025-02-18T10:00,27.0,34,26.8,0.00,0.00,0.00
2025-02-18T11:00,28.3,31,29.1,0.00,0.00,0.00
2025-02-18T12:00,29.4,29,31.0,0.00,0.00,0.00
2025-02-18T13:00,30.6,25,31.5,0.00,0.00,0.00
2025-02-18T14:00,31.4,22,29.6,0.00,0.00,0.00
2025-02-18T15:00,30.6,23,27.4,0.00,0.00,0.00
2025-02-18T16:00,30.1,24,27.3,0.00,0.00,0.00
2025-02-18T17:00,28.7,26,26.5,0.00,0.00,0.00
2025-02-18T18:00,26.0,33,24.9,0.00,0.00,0.00
2025-02-18T19:00,24.6,34,22.8,0.00,0.00,0.00
2025-02-18T20:00,23.1,40,21.9,0.00,0.00,0.00
2025-02-18T21:00,21.7,45,20.6,0.00,0.00,0.00
2025-02-18T22:00,21.2,47,19.9,0.00,0.00,0.00
2025-02-18T23:00,21.2,47,19.6,0.00,0.00,0.00
2025-02-19T00:00,20.7,49,19.1,0.00,0.00,0.00
2025-02-19T01:00,20.1,51,18.6,0.00,0.00,0.00
2025-02-19T02:00,19.2,54,17.5,0.00,0.00,0.00
2025-02-19T03:00,18.9,55,17.1,0.00,0.00,0.00
2025-02-19T04:00,18.4,56,16.9,0.00,0.00,0.00
2025-02-19T05:00,18.1,56,16.6,0.00,0.00,0.00
2025-02-19T06:00,17.9,59,16.6,0.00,0.00,0.00
2025-02-19T07:00,18.9,57,17.5,0.00,0.00,0.00
2025-02-19T08:00,22.0,48,21.0,0.00,0.00,0.00
2025-02-19T09:00,25.0,40,23.9,0.00,0.00,0.00
2025-02-19T10:00,27.3,33,26.4,0.00,0.00,0.00
2025-02-19T11:00,28.6,30,28.7,0.00,0.00,0.00
2025-02-19T12:00,29.6,29,30.9,0.00,0.00,0.00
2025-02-19T13:00,30.0,27,29.6,0.00,0.00,0.00
2025-02-19T14:00,30.5,25,28.9,0.00,0.00,0.00
2025-02-19T15:00,30.1,26,27.3,0.00,0.00,0.00
2025-02-19T16:00,29.1,29,26.7,0.00,0.00,0.00
2025-02-19T17:00,28.2,33,27.0,0.00,0.00,0.00
2025-02-19T18:00,25.6,36,24.5,0.00,0.00,0.00
2025-02-19T19:00,24.3,39,23.1,0.00,0.00,0.00
2025-02-19T20:00,24.0,40,22.7,0.00,0.00,0.00
2025-02-19T21:00,23.3,42,21.5,0.00,0.00,0.00
2025-02-19T22:00,22.0,46,20.4,0.00,0.00,0.00
2025-02-19T23:00,21.0,50,19.5,0.00,0.00,0.00
2025-02-20T00:00,20.3,53,19.1,0.00,0.00,0.00
2025-02-20T01:00,19.4,57,18.6,0.00,0.00,0.00
2025-02-20T02:00,19.8,55,18.6,0.00,0.00,0.00
2025-02-20T03:00,19.0,56,17.7,0.00,0.00,0.00
2025-02-20T04:00,18.6,57,17.2,0.00,0.00,0.00
2025-02-20T05:00,17.9,60,16.6,0.00,0.00,0.00
2025-02-20T06:00,17.6,63,16.5,0.00,0.00,0.00
2025-02-20T07:00,18.4,61,17.2,0.00,0.00,0.00
2025-02-20T08:00,21.9,51,21.4,0.00,0.00,0.00
2025-02-20T09:00,24.9,42,24.6,0.00,0.00,0.00
2025-02-20T10:00,27.0,36,27.4,0.00,0.00,0.00
2025-02-20T11:00,28.4,30,29.3,0.00,0.00,0.00
2025-02-20T12:00,29.5,27,30.3,0.00,0.00,0.00
2025-02-20T13:00,30.3,24,30.6,0.00,0.00,0.00
2025-02-20T14:00,30.9,20,29.2,0.00,0.00,0.00
2025-02-20T15:00,30.6,19,27.1,0.00,0.00,0.00
2025-02-20T16:00,29.8,19,25.9,0.00,0.00,0.00
2025-02-20T17:00,28.3,21,24.6,0.00,0.00,0.00
2025-02-20T18:00,25.9,27,22.6,0.00,0.00,0.00
2025-02-20T19:00,24.7,31,21.3,0.00,0.00,0.00
2025-02-20T20:00,23.6,35,20.5,0.00,0.00,0.00
2025-02-20T21:00,22.4,38,19.6,0.00,0.00,0.00
2025-02-20T22:00,21.4,41,18.7,0.00,0.00,0.00
2025-02-20T23:00,20.7,41,18.2,0.00,0.00,0.00
2025-02-21T00:00,19.9,43,17.4,0.00,0.00,0.00
2025-02-21T01:00,19.0,45,16.6,0.00,0.00,0.00
2025-02-21T02:00,18.6,44,16.1,0.00,0.00,0.00
2025-02-21T03:00,18.5,43,15.8,0.00,0.00,0.00
2025-02-21T04:00,18.2,44,15.4,0.00,0.00,0.00
2025-02-21T05:00,18.1,44,15.4,0.00,0.00,0.00
2025-02-21T06:00,17.5,50,15.3,0.00,0.00,0.00
2025-02-21T07:00,18.7,48,16.4,0.00,0.00,0.00
2025-02-21T08:00,22.8,40,21.1,0.00,0.00,0.00
2025-02-21T09:00,26.0,31,24.5,0.00,0.00,0.00
2025-02-21T10:00,28.0,18,26.0,0.00,0.00,0.00
2025-02-21T11:00,29.0,17,27.9,0.00,0.00,0.00
2025-02-21T12:00,29.8,17,28.9,0.00,0.00,0.00
2025-02-21T13:00,30.4,17,28.9,0.00,0.00,0.00
2025-02-21T14:00,30.6,17,27.9,0.00,0.00,0.00
2025-02-21T15:00,30.1,17,26.0,0.00,0.00,0.00
2025-02-21T16:00,29.1,17,24.2,0.00,0.00,0.00
2025-02-21T17:00,27.4,21,23.0,0.00,0.00,0.00
2025-02-21T18:00,25.4,24,21.4,0.00,0.00,0.00
2025-02-21T19:00,24.2,29,20.2,0.00,0.00,0.00
2025-02-21T20:00,22.8,34,19.7,0.00,0.00,0.00
2025-02-21T21:00,22.0,36,18.9,0.00,0.00,0.00
2025-02-21T22:00,21.7,35,18.4,0.00,0.00,0.00
2025-02-21T23:00,21.2,35,18.1,0.00,0.00,0.00
2025-02-22T00:00,20.4,36,17.4,0.00,0.00,0.00
2025-02-22T01:00,19.8,38,16.9,0.00,0.00,0.00
2025-02-22T02:00,19.1,40,16.5,0.00,0.00,0.00
2025-02-22T03:00,18.7,41,16.0,0.00,0.00,0.00
2025-02-22T04:00,18.7,42,15.8,0.00,0.00,0.00
2025-02-22T05:00,18.3,46,15.8,0.00,0.00,0.00
2025-02-22T06:00,18.4,49,16.1,0.00,0.00,0.00
2025-02-22T07:00,18.9,49,16.6,0.00,0.00,0.00
2025-02-22T08:00,21.6,44,20.0,0.00,0.00,0.00
2025-02-22T09:00,24.6,36,22.6,0.00,0.00,0.00
2025-02-22T10:00,26.9,29,24.9,0.00,0.00,0.00
2025-02-22T11:00,28.0,26,26.6,0.00,0.00,0.00
2025-02-22T12:00,28.9,25,27.9,0.00,0.00,0.00
2025-02-22T13:00,29.6,22,27.9,0.00,0.00,0.00
2025-02-22T14:00,29.6,21,26.8,0.00,0.00,0.00
2025-02-22T15:00,29.2,21,25.5,0.00,0.00,0.00
2025-02-22T16:00,28.3,23,24.4,0.00,0.00,0.00
2025-02-22T17:00,26.8,26,23.4,0.00,0.00,0.00
2025-02-22T18:00,24.6,32,22.1,0.00,0.00,0.00
2025-02-22T19:00,23.0,36,20.6,0.00,0.00,0.00
2025-02-22T20:00,21.8,39,19.5,0.00,0.00,0.00
2025-02-22T21:00,21.2,42,19.0,0.00,0.00,0.00
2025-02-22T22:00,20.5,44,18.3,0.00,0.00,0.00
2025-02-22T23:00,19.6,45,17.3,0.00,0.00,0.00
2025-02-23T00:00,19.0,45,16.6,0.00,0.00,0.00
2025-02-23T01:00,18.1,48,15.9,0.00,0.00,0.00
2025-02-23T02:00,17.3,50,15.2,0.00,0.00,0.00
2025-02-23T03:00,16.6,51,14.6,0.00,0.00,0.00
2025-02-23T04:00,16.0,53,14.2,0.00,0.00,0.00
2025-02-23T05:00,15.7,54,13.8,0.00,0.00,0.00
2025-02-23T06:00,15.0,58,13.2,0.00,0.00,0.00
2025-02-23T07:00,16.6,53,14.5,0.00,0.00,0.00
2025-02-23T08:00,20.1,44,18.3,0.00,0.00,0.00
2025-02-23T09:00,23.5,36,21.8,0.00,0.00,0.00
2025-02-23T10:00,26.1,28,24.8,0.00,0.00,0.00
2025-02-23T11:00,27.5,23,26.5,0.00,0.00,0.00
2025-02-23T12:00,28.4,22,28.1,0.00,0.00,0.00
2025-02-23T13:00,29.3,20,29.3,0.00,0.00,0.00
2025-02-23T14:00,29.7,19,28.9,0.00,0.00,0.00
2025-02-23T15:00,29.7,19,27.5,0.00,0.00,0.00
2025-02-23T16:00,29.1,20,26.0,0.00,0.00,0.00
2025-02-23T17:00,27.8,22,24.7,0.00,0.00,0.00
2025-02-23T18:00,24.4,28,22.2,0.00,0.00,0.00
2025-02-23T19:00,23.0,28,20.7,0.00,0.00,0.00
2025-02-23T20:00,21.9,32,18.4,0.00,0.00,0.00
2025-02-23T21:00,20.9,33,18.2,0.00,0.00,0.00
2025-02-23T22:00,19.7,37,17.1,0.00,0.00,0.00
2025-02-23T23:00,18.6,40,16.3,0.00,0.00,0.00
2025-02-24T00:00,18.5,40,15.6,0.00,0.00,0.00
2025-02-24T01:00,18.0,42,15.4,0.00,0.00,0.00
2025-02-24T02:00,17.5,43,15.1,0.00,0.00,0.00
2025-02-24T03:00,17.2,45,14.6,0.00,0.00,0.00
2025-02-24T04:00,16.7,49,14.0,0.00,0.00,0.00
2025-02-24T05:00,16.3,53,13.8,0.00,0.00,0.00
2025-02-24T06:00,16.1,57,14.1,0.00,0.00,0.00
2025-02-24T07:00,17.3,55,15.0,0.00,0.00,0.00
2025-02-24T08:00,20.5,47,18.7,0.00,0.00,0.00
2025-02-24T09:00,23.6,37,21.6,0.00,0.00,0.00
2025-02-24T10:00,26.2,29,24.3,0.00,0.00,0.00
2025-02-24T11:00,27.6,25,26.7,0.00,0.00,0.00
2025-02-24T12:00,28.4,24,28.2,0.00,0.00,0.00
2025-02-24T13:00,28.9,23,28.8,0.00,0.00,0.00
2025-02-24T14:00,29.2,23,28.4,0.00,0.00,0.00
2025-02-24T15:00,29.3,23,27.3,0.00,0.00,0.00
2025-02-24T16:00,29.0,22,25.7,0.00,0.00,0.00
2025-02-24T17:00,26.9,27,23.5,0.00,0.00,0.00
2025-02-24T18:00,24.7,31,22.4,0.00,0.00,0.00
2025-02-24T19:00,23.4,33,21.8,0.00,0.00,0.00
2025-02-24T20:00,22.4,35,19.5,0.00,0.00,0.00
2025-02-24T21:00,21.4,36,18.8,0.00,0.00,0.00
2025-02-24T22:00,20.8,37,17.8,0.00,0.00,0.00
2025-02-24T23:00,20.0,39,17.1,0.00,0.00,0.00
2025-02-25T00:00,19.5,40,16.1,0.00,0.00,0.00
2025-02-25T01:00,19.1,42,15.9,0.00,0.00,0.00
2025-02-25T02:00,18.3,45,15.4,0.00,0.00,0.00
2025-02-25T03:00,17.8,49,14.8,0.00,0.00,0.00
2025-02-25T04:00,17.4,51,14.5,0.00,0.00,0.00
2025-02-25T05:00,17.0,52,14.3,0.00,0.00,0.00
2025-02-25T06:00,16.6,57,14.4,0.00,0.00,0.00
2025-02-25T07:00,17.8,54,15.2,0.00,0.00,0.00
2025-02-25T08:00,20.8,45,18.5,0.00,0.00,0.00
2025-02-25T09:00,23.7,35,20.9,0.00,0.00,0.00
2025-02-25T10:00,25.9,29,23.6,0.00,0.00,0.00
2025-02-25T11:00,27.3,27,26.0,0.00,0.00,0.00
2025-02-25T12:00,28.2,25,28.1,0.00,0.00,0.00
2025-02-25T13:00,28.7,25,29.1,0.00,0.00,0.00
2025-02-25T14:00,29.1,24,28.8,0.00,0.00,0.00
2025-02-25T15:00,29.2,24,27.9,0.00,0.00,0.00
2025-02-25T16:00,29.0,24,26.9,0.00,0.00,0.00
2025-02-25T17:00,27.9,26,25.7,0.00,0.00,0.00
2025-02-25T18:00,24.6,35,22.3,0.00,0.00,0.00
2025-02-25T19:00,23.4,35,21.8,0.00,0.00,0.00
2025-02-25T20:00,22.9,36,20.9,0.00,0.00,0.00
2025-02-25T21:00,22.2,36,19.5,0.00,0.00,0.00
2025-02-25T22:00,21.0,38,18.3,0.00,0.00,0.00
2025-02-25T23:00,20.4,39,17.7,0.00,0.00,0.00
2025-02-26T00:00,19.7,39,17.0,0.00,0.00,0.00
2025-02-26T01:00,19.2,39,16.3,0.00,0.00,0.00
2025-02-26T02:00,18.7,40,15.7,0.00,0.00,0.00
2025-02-26T03:00,18.2,44,15.5,0.00,0.00,0.00
2025-02-26T04:00,17.6,48,15.1,0.00,0.00,0.00
2025-02-26T05:00,17.1,50,14.8,0.00,0.00,0.00
2025-02-26T06:00,16.7,55,14.4,0.00,0.00,0.00
2025-02-26T07:00,17.8,52,15.4,0.00,0.00,0.00
2025-02-26T08:00,21.1,43,19.0,0.00,0.00,0.00
2025-02-26T09:00,24.2,35,21.8,0.00,0.00,0.00
2025-02-26T10:00,26.6,27,24.2,0.00,0.00,0.00
2025-02-26T11:00,28.4,21,26.5,0.00,0.00,0.00
2025-02-26T12:00,29.7,19,28.2,0.00,0.00,0.00
2025-02-26T13:00,30.4,19,29.0,0.00,0.00,0.00
2025-02-26T14:00,30.8,18,29.1,0.00,0.00,0.00
2025-02-26T15:00,30.8,18,28.2,0.00,0.00,0.00
2025-02-26T16:00,30.4,18,27.1,0.00,0.00,0.00
2025-02-26T17:00,29.1,20,25.9,0.00,0.00,0.00
2025-02-26T18:00,26.0,26,23.3,0.00,0.00,0.00
2025-02-26T19:00,24.6,28,21.7,0.00,0.00,0.00
2025-02-26T20:00,23.3,32,20.5,0.00,0.00,0.00
2025-02-26T21:00,22.3,35,19.6,0.00,0.00,0.00
2025-02-26T22:00,21.5,37,18.9,0.00,0.00,0.00
2025-02-26T23:00,20.9,38,18.3,0.00,0.00,0.00
2025-02-27T00:00,20.3,40,17.8,0.00,0.00,0.00
2025-02-27T01:00,19.5,43,17.3,0.00,0.00,0.00
2025-02-27T02:00,18.9,47,16.7,0.00,0.00,0.00
2025-02-27T03:00,18.5,49,16.4,0.00,0.00,0.00
2025-02-27T04:00,18.4,49,16.2,0.00,0.00,0.00
2025-02-27T05:00,18.3,49,16.0,0.00,0.00,0.00
2025-02-27T06:00,17.6,56,15.8,0.00,0.00,0.00
2025-02-27T07:00,18.9,53,17.0,0.00,0.00,0.00
2025-02-27T08:00,22.1,45,20.6,0.00,0.00,0.00
2025-02-27T09:00,25.4,36,23.9,0.00,0.00,0.00
2025-02-27T10:00,28.1,28,27.0,0.00,0.00,0.00
2025-02-27T11:00,29.8,24,29.6,0.00,0.00,0.00
2025-02-27T12:00,30.7,21,30.5,0.00,0.00,0.00
2025-02-27T13:00,31.2,20,30.5,0.00,0.00,0.00
2025-02-27T14:00,31.4,19,30.2,0.00,0.00,0.00
2025-02-27T15:00,31.3,19,29.1,0.00,0.00,0.00
2025-02-27T16:00,30.7,19,27.6,0.00,0.00,0.00
2025-02-27T17:00,29.2,22,26.1,0.00,0.00,0.00
2025-02-27T18:00,26.0,29,24.2,0.00,0.00,0.00
2025-02-27T19:00,24.6,33,22.9,0.00,0.00,0.00
2025-02-27T20:00,24.3,34,22.8,0.00,0.00,0.00
2025-02-27T21:00,23.2,34,21.8,0.00,0.00,0.00
2025-02-27T22:00,21.7,38,20.1,0.00,0.00,0.00
2025-02-27T23:00,21.7,38,20.6,0.00,0.00,0.00
